"DATE","CATEGORY","PUZZLE","L1","L2","L3","L4","L5","WIN"
2011-11-01,"Thing","CHROME FINISH","M","D","C","A",NA,"No"
2011-11-02,"Phrase","CLIMB ABOARD","P","M","D","O",NA,"No"
2011-11-03,"Phrase","FLIGHTS OF FANCY","C","D","H","O",NA,"No"
2011-11-04,"Phrase","AWFULLY NICE","Y","C","H","I",NA,"No"
2011-11-07,"Phrase","UP FOR GRABS","D","P","H","A",NA,"Yes"
2011-11-08,"Place","BANK VAULT","B","K","V","A",NA,"Yes"
2011-11-09,"Thing","LOUD GASP","C","M","K","I",NA,"No"
2011-11-10,"Thing","DOUBLE KNOT","M","D","B","A",NA,"Yes"
2011-11-11,"Thing","BROWN BAG","C","D","H","A",NA,"No"
2011-11-14,"Event","BRIEF VISIT","B","D","H","I",NA,"Yes"
2011-11-15,"Phrase","GOOD GUESS","G","D","C","A",NA,"Yes"
2011-11-16,"Things","PERKS OF THE JOB","H","C","B","I",NA,"No"
2011-11-17,"Thing","BUMPER STICKER","M","P","C","A",NA,"Yes"
2011-11-18,"Phrase","BRACE YOURSELF","C","D","M","O",NA,"No"
2011-11-21,"Phrase","TOYING WITH THE IDEA","C","M","D","O",NA,"No"
2011-11-22,"People","NEWLYWED COUPLE","D","C","P","O","W","Yes"
2011-11-23,"Phrase","OFF THE RACK","M","P","D","A","H","No"
2011-11-24,"Thing","FAVORITE MUG","J","K","G","A",NA,"No"
2011-11-25,"Phrase","GIVE IT AWAY","D","P","H","I",NA,"No"
2011-11-28,"Thing","GLOBE","G","C","M","O",NA,"No"
2011-11-29,"Place","WILDLIFE PARK","P","K","G","A",NA,"No"
2011-11-30,"Places","QUAINT SHOPS","P","D","G","I",NA,"No"
2012-11-01,"What Are You Doing?","KIDDING AROUND","C","G","H","I",NA,"No"
2012-11-02,"Phrase","LONG OVERDUE","G","C","D","I","M","No"
2012-11-05,"Phrase","ON THE PHONE","H","D","P","O",NA,"Yes"
2012-11-06,"Phrase","A WORD OF ADVICE","C","D","M","O",NA,"Yes"
2012-11-07,"Thing","GROUP EFFORT","F","P","G","O",NA,"Yes"
2012-11-08,"Thing","PINKY RING","G","C","D","I",NA,"Yes"
2012-11-09,"Thing","UPBEAT TEMPO","M","D","H","A",NA,"No"
2012-11-12,"Phrase","OUTFOX THE COMPETITION","M","D","C","I",NA,"No"
2012-11-13,"Thing","POSITIVE VIBE","B","H","P","O",NA,"Yes"
2012-11-14,"Event","AWARDS BANQUET","C","M","D","A",NA,"Yes"
2012-11-15,"Thing","HOME PAGE","C","M","P","I",NA,"No"
2012-11-16,"Thing","HIGH POINT","P","H","C","A",NA,"Yes"
2012-11-19,"Thing","KIND FACE","C","D","P","A",NA,"Yes"
2012-11-20,"Event","GUIDED TOUR","C","D","P","O",NA,"No"
2012-11-21,"Thing","COIN BANK","C","M","D","A",NA,"Yes"
2012-11-22,"Thing","FIRST GLIMPSE","D","B","C","I",NA,"No"
2012-11-23,"Phrase","BITE YOUR TONGUE","D","H","C","A",NA,"No"
2012-11-26,"Thing","SUBWAY TOKEN","P","G","H","A",NA,"No"
2012-11-27,"Phrase","DON'T GIVE UP HOPE","C","D","M","A",NA,"No"
2012-11-28,"Phrase","HIGH VOLUME","D","M","G","A",NA,"Yes"
2012-11-29,"Person","EXPERT IN THE FIELD","P","H","F","I",NA,"Yes"
2012-11-30,"People","WIFE AND KIDS","D","P","G","O",NA,"No"
2013-11-01,"What Are You Doing?","JUMPING AHEAD","D","H","M","A",NA,"Yes"
2013-11-04,"Phrase","WORKS LIKE A CHARM","C","D","P","O",NA,"Yes"
2013-11-05,"Phrase","SWAN DIVE","C","D","M","A",NA,"Yes"
2013-11-06,"Thing","BOUNTIFUL HARVEST","C","G","W","A",NA,"No"
2013-11-07,"Food & Drink","BOUILLON CUBE","M","C","P","I",NA,"No"
2013-11-08,"Phrase","GO ASK YOUR FATHER","C","D","M","O",NA,"Yes"
2013-11-11,"Phrase","BRIGHT AND BUBBLY","D","B","C","A","G","Yes"
2013-11-12,"Phrase","WHAT A HODGEPODGE","C","D","B","I",NA,"No"
2013-11-13,"Place","PAVED BIKEWAY","C","M","B","A",NA,"No"
2013-11-14,"Person","HOBBYIST","M","C","H","O",NA,"No"
2013-11-15,"Thing","OVERWHELMING SUPPORT","G","H","D","I",NA,"Yes"
2013-11-18,"Phrase","FOREVER YOUNG","H","P","C","A",NA,"Yes"
2013-11-19,"Thing","OBJECTIVE OPINION","C","M","H","I",NA,"Yes"
2013-11-20,"Phrase","IN BROAD DAYLIGHT","B","M","C","O","H","Yes"
2013-11-21,"Place","FRUIT GROVE","P","C","M","A",NA,"No"
2013-11-22,"Person","VERY HANDY GUY","H","C","M","O",NA,"No"
2013-11-25,"Things","PATIO CHAIRS","M","P","W","A","C","Yes"
2013-11-26,"Thing","ERUPTING VOLCANO","G","C","D","I",NA,"No"
2013-11-27,"Thing","PLYWOOD BOX","C","D","M","A",NA,"No"
2013-11-28,"What Are You Doing?","BABYPROOFING","H","M","C","I",NA,"No"
2013-11-29,"Person","A WORTHY OPPONENT","H","C","P","A",NA,"Yes"
2014-11-03,"Food & Drink","RIPE AVOCADO","C","B","P","I",NA,"No"
2014-11-04,"People","FAMOUS DUO","K","M","P","O","B","Yes"
2014-11-05,"Phrase","BACK TO SQUARE ONE","Q","B","K","O",NA,"Yes"
2014-11-06,"Person","YOUNG ADULT","C","M","G","A",NA,"No"
2014-11-07,"Phrase","LIKE WALKING ON AIR","P","G","M","O",NA,"No"
2014-11-10,"Person","AUTHORITY FIGURE","D","H","C","A","M","No"
2014-11-11,"What Are You Doing?","MOVING QUICKLY","G","M","D","A",NA,"No"
2014-11-12,"Food & Drink","PIZZA TOPPING","H","G","P","A",NA,"Yes"
2014-11-13,"Person","BASHFUL KID","M","G","D","A",NA,"No"
2014-11-14,"Phrase","GO FOR A JOG","M","C","D","A",NA,"No"
2014-11-17,"Thing","MAJOR UPGRADE","D","C","M","O",NA,"No"
2014-11-18,"Food & Drink","FROZEN WAFFLES","F","W","Z","O",NA,"Yes"
2014-11-19,"Thing","EXCITING SUBJECT","B","C","D","I",NA,"Yes"
2014-11-20,"Things","OFFICE PRODUCTS","C","B","M","A",NA,"No"
2014-11-21,"Thing","YOGA POSE","H","B","D","O",NA,"No"
2014-11-24,"Phrase","THE WHOLE BALL OF WAX","D","C","F","O","M","Yes"
2014-11-25,"Thing","BIG BEAR HUG","C","D","M","I",NA,"No"
2014-11-26,"Phrase","WATCH OUT BELOW","C","D","M","A",NA,"No"
2014-11-27,"Phrase","A BABE IN THE WOODS","M","D","H","O",NA,"No"
2014-11-28,"Place","NARROW PATHWAY","C","D","P","O",NA,"No"
2015-11-02,"Thing","HIGH VELOCITY","P","H","D","A",NA,"Yes"
2015-11-03,"Thing","BIG PAYCHECK","D","M","H","I","G","No"
2015-11-04,"Thing","GIGABYTE","M","P","G","A",NA,"No"
2015-11-05,"Thing","YOUR DAY JOB","Y","C","D","O",NA,"No"
2015-11-06,"Thing","QUICK GUIDE","G","P","H","O",NA,"No"
2015-11-09,"Thing","FILM FOOTAGE","C","D","P","I",NA,"No"
2015-11-10,"Phrase","BY APPOINTMENT","H","M","C","O",NA,"No"
2015-11-11,"Living Thing","SOARING HAWK","P","B","D","O",NA,"No"
2015-11-12,"What Are You Doing?","WARMING UP THE OVEN","P","H","G","O",NA,"No"
2015-11-13,"Thing","HOT BATH","M","C","P","A",NA,"Yes"
2015-11-16,"Thing","HAPPY CHILDHOOD","D","C","M","A",NA,"Yes"
2015-11-17,"What Are You Doing?","VACUUMING THE HOUSE","D","H","C","A","F","No"
2015-11-18,"Thing","FROZEN ICE PACK","G","P","M","I",NA,"No"
2015-11-19,"Things","MORNING DEWDROPS","M","G","C","O",NA,"No"
2015-11-20,"Thing","A WORKING MODEL","C","H","M","A",NA,"No"
2015-11-23,"Thing","PHILANTHROPY","D","G","C","A",NA,"Yes"
2015-11-24,"Phrase","HAVE SOME FUN","C","D","M","O","P","Yes"
2015-11-25,"Phrase","OVERWHELMING FAVORITE","C","D","M","I",NA,"No"
2015-11-26,"What Are You Doing?","CHOOSING A MAJOR","P","G","H","O","D","No"
2015-11-27,"Thing","PORCH AWNING","D","M","H","A",NA,"No"
2015-11-30,"Thing","PHOTOGRAPHY EXHIBIT","M","H","C","O",NA,"Yes"
2007-12-03,"Phrase","BY YOUR SIDE","D","P","M","A",NA,"No"
2007-12-04,"Place","WALK OF FAME","F","M","H","A",NA,"No"
2007-12-05,"Thing","OXFORD SHIRT","B","G","H","O",NA,"Yes"
2007-12-06,"Living Thing","KING CRAB","D","F","G","O",NA,"No"
2007-12-07,"Phrase","HIGH-AND-MIGHTY","D","P","C","A","H","No"
2007-12-10,"People","WIVES","M","C","G","A",NA,"No"
2007-12-11,"Person","OFF-DUTY COP","C","H","D","A",NA,"Yes"
2007-12-12,"Phrase","EGO BOOST","G","C","M","I",NA,"Yes"
2007-12-13,"Phrase","IN GOOD HEALTH","M","D","H","A",NA,"Yes"
2007-12-14,"Food & Drink","PISTACHIOS","C","D?","H","I",NA,"Yes"
2007-12-17,"Phrase","OH MY GOSH","C","H","F","I",NA,"Yes"
2007-12-18,"Phrase","FADING AWAY","G","B","H","O",NA,"No"
2007-12-19,"Place","CITY PARK","C","H","F","A",NA,"Yes"
2007-12-20,"Phrase","BELOW ZERO","M","B","G","A",NA,"No"
2007-12-21,"Thing","DRIFTWOOD","D","C","F","A",NA,"Yes"
2007-12-24,"Rhyme Time","ZIP YOUR LIP","B","C","D","O",NA,"No"
2007-12-25,"Around the House","HUMIDIFIER","C","D","M","A",NA,"No"
2007-12-26,"Phrase","WHILE YOU WAIT","D","M","G","A","C","No"
2007-12-27,"Phrase","I'M JOKING","M","D","P","I",NA,"No"
2007-12-28,"Living Thing","PINK DAISY","C","H","M","O",NA,"No"
2007-12-31,"Thing","TOOTHPICK","C","H","M","I",NA,"Yes"
2008-12-01,"Phrase","STAY FOCUSED","M","H","D","A",NA,"No"
2008-12-02,"Thing","OFF-ROAD VEHICLE","C","D","M","O",NA,"No"
2008-12-03,"Phrase","HOLD THE MAYO","C","D","H","O",NA,"Yes"
2008-12-04,"Place","COZY CAFE","M","B","D","A","G","No"
2008-12-05,"Thing","FORMAL BOW TIE","C","B","P","I",NA,"No"
2008-12-08,"Person","CUTE KID","M","D","C","A",NA,"Yes"
2008-12-09,"Place","VANTAGE POINT","D","M","H","A",NA,"No"
2008-12-10,"Phrase","I'M SKEPTICAL","I","H","P","C",NA,"Yes"
2008-12-11,"Phrase","KEEP IT HANDY","P","I","K","W",NA,"No"
2008-12-12,"Thing","BLANK FORM","D","C","P","I",NA,"No"
2008-12-15,"Thing","CIVIC DUTY","C","D","M","I",NA,"Yes"
2008-12-16,"Thing","UNIQUE FLAVOR","D","M","H","A",NA,"No"
2008-12-17,"Event","MAIDEN VOYAGE","C","D","P","O",NA,"No"
2008-12-18,"Things","WOOL SOCKS","H","C","P","I",NA,"No"
2008-12-19,"Fun & Games","JIGSAW PUZZLE","Z","W","J","I",NA,"Yes"
2008-12-22,"Thing","BIRDBATH","C","M","H","A","P","No"
2008-12-23,"Phrase","RAY OF HOPE","P","D","M","A",NA,"No"
2008-12-24,"Thing","WISECRACK","D","M","C","O",NA,"No"
2008-12-25,"Thing","SIBLING RIVALRY","C","P","H","O",NA,"No"
2008-12-26,"Thing","SHARP CURVE","C","M","D","A",NA,"No"
2008-12-29,"Person","DOUBLE AGENT","C","B","G","A",NA,"No"
2008-12-30,"Thing","FOAM RUBBER","C","D","M","O",NA,"No"
2008-12-31,"Phrase","BLIND LUCK","G","H","M","A",NA,"No"
2009-12-01,"Place","VOTING BOOTH","C","H","M","O",NA,"Yes"
2009-12-02,"Thing","ORIGINAL IDEA","D","M","C","I",NA,"Yes"
2009-12-03,"Things","WIND CHIMES","M","F","D","A",NA,"Yes"
2009-12-04,"Thing","HEARTY LAUGH","C","H","M","O",NA,"No"
2009-12-07,"Phrase","IN THE VICINITY","H","M","C","I",NA,"Yes"
2009-12-08,"Phrase","MAXIMUM PROFITS","P","C","M","A",NA,"No"
2009-12-09,"Phrase","KNOW THE ROPES","H","P","M","I",NA,"No"
2009-12-10,"Thing","DOOR PRIZE","M","C","D","A",NA,"No"
2009-12-11,"Thing","IGNITION SWITCH","D","M","C","O",NA,"No"
2009-12-14,"Phrase","HAPPY TO HELP","D","H","P","O",NA,"Yes"
2009-12-15,"Thing","GIFT BOX","D","M","F","O",NA,"Yes"
2009-12-16,"Phrase","FORGE AHEAD","H","C","F","O",NA,"No"
2009-12-17,"Thing","POWER SUPPLY","M","D","P","I",NA,"No"
2009-12-18,"Thing","GAS GAUGE","M","C","H","A",NA,"No"
2009-12-21,"Thing","BRIGHT SPOT","F","D","C","I",NA,"No"
2009-12-22,"Thing","PSYCHIC ABILITY","C","D","G","O",NA,"No"
2009-12-23,"Phrase","ENOUGH TO GO AROUND","C","D","P","O",NA,"Yes"
2009-12-24,"Thing","APPOINTMENT BOOK","C","M","G","O","P","No"
2009-12-25,"Thing","FORCE OF GRAVITY","G","Y","B","O",NA,"Yes"
2009-12-28,"Place","LOG CABIN","C","M","H","A",NA,"No"
2009-12-29,"Person","ONE OF THE GUYS","F","G","H","U",NA,"Yes"
2009-12-30,"Thing","GROCERY BAG","D","C","A","M",NA,"No"
2009-12-31,"Thing","TAXI FARE","H","M","P","O",NA,"No"
2010-12-01,"Phrase","NO QUESTION ABOUT IT","Q","B","H","O",NA,"Yes"
2010-12-02,"Thing","VIVID DREAM","F","D","B","I",NA,"Yes"
2010-12-03,"Place","BUSY HIGHWAY","P","C","M","O",NA,"No"
2010-12-06,"Person","LIGHTWEIGHT CHAMP","M","H","C","A",NA,"Yes"
2010-12-07,"People","YOUNG FOLKS","D","G","C","A",NA,"No"
2010-12-08,"Things","PSYCHIC PREDICTIONS","C","H","D","O",NA,"Yes"
2010-12-09,"Thing","VALUABLE INSIGHT","C","M","D","O",NA,"No"
2010-12-10,"Thing","A LUMP SUM","F","G","P","A",NA,"No"
2010-12-13,"What Are You Doing?","KEEPING WATCH","D","C","H","A",NA,"No"
2010-12-14,"Phrase","LOFTY HEIGHTS","F","M","W","A",NA,"No"
2010-12-15,"Thing","VALID OPTION","C","D","M","A",NA,"No"
2010-12-16,"Things","BRAINS AND BRAWN","A","B","M","P",NA,"Yes"
2010-12-17,"Thing","AGE-OLD RIVALRY","P","C","G","A",NA,"Yes"
2010-12-20,"Thing","HINDSIGHT","D","M","C","O","B","No"
2010-12-21,"Thing","JOB OFFER","M","P","C","I",NA,"No"
2010-12-22,"Phrase","SQUAT DOWN","D","M","G","O",NA,"No"
2010-12-23,"Thing","WAX FIGURE","P","C","H","O",NA,"No"
2010-12-24,"What Are You Doing?","GIVING BACK","D","G","M","I",NA,"Yes"
2010-12-27,"Thing","HAND TOWEL","C","D","M","O",NA,"No"
2010-12-28,"Phrase","ON THE DOUBLE","B","G","C","O",NA,"Yes"
2010-12-29,"Phrase","PUCKER UP","B","C","M","A",NA,"No"
2010-12-30,"Thing","A HIGH VOICE","C","M","D","A",NA,"No"
2010-12-31,"Thing","BACKGROUND MUSIC","M","C","D","I",NA,"Yes"
2011-12-01,"Phrase","MAKE IT OFFICIAL","C","D","F","O",NA,"Yes"
2011-12-02,"Thing","LOADED GIFT CARD","D","M","F","A",NA,"No"
2011-12-05,"Place","IN THE FOREGROUND","H","D","B","A",NA,"Yes"
2011-12-06,"Thing","HIGHWAY SIGN","D","M","P","O",NA,"No"
2011-12-07,"Thing","CALMING VOICE","G","M","D","A",NA,"No"
2011-12-08,"Thing","SUNDAY BUFFET","H","M","D","A",NA,"Yes"
2011-12-09,"Phrase","I BLEW IT","P","M","H","A",NA,"No"
2011-12-12,"Phrase","LIKE A HAWK","V","M","C","A","D","No"
2011-12-13,"Event","LONG JOURNEY","J","G","Y","O",NA,"Yes"
2011-12-14,"Phrase","IT COULD HAPPEN","C","H","M","I",NA,"Yes"
2011-12-15,"Place","TAXI STAND","C","D","M","O",NA,"No"
2011-12-16,"Phrase","FAR AND WIDE","D","M","P","A",NA,"No"
2011-12-19,"Thing","SOYBEAN","C","D","M","I",NA,"No"
2011-12-20,"People","PEP SQUAD","D","G","H","A",NA,"No"
2011-12-21,"Phrase","COME HELP OUT","H","D","M","O",NA,"No"
2011-12-22,"Thing","ATHLETIC BUILD","D","C","M","A",NA,"No"
2011-12-23,"Things","FOUR ACES","H","D","P","A",NA,"No"
2011-12-26,"Phrase","I'M HALFWAY HOME","M","D","C","A",NA,"No"
2011-12-27,"Phrase","AVERAGE HEIGHT","D","M","H","I",NA,"Yes"
2011-12-28,"Thing","BUS TOKEN","B","K","M","O",NA,"Yes"
2011-12-29,"Phrase","GOOD TO KNOW","G","D","M","O",NA,"Yes"
2011-12-30,"Phrase","SKIM THE SURFACE","C","H","D","A","M","Yes"
2012-12-03,"Thing","FAMILY VIDEO","D","M","P","A",NA,"No"
2012-12-04,"What Are You Doing?","IMPROVISING","C","D","P","I",NA,"No"
2012-12-05,"Thing","SHOEBOX","P","M","D","O",NA,"Yes"
2012-12-06,"Thing","TOUGH PUZZLE","B","D","F","U",NA,"No"
2012-12-07,"Place","WHEAT FARM","M","P","C","O",NA,"No"
2012-12-10,"Event","POWER OUTAGE","D","M","H","O",NA,"No"
2012-12-11,"Thing","FIGHT SONG","C","D","K","I","B","Yes"
2012-12-12,"Thing","LOUDSPEAKER","F","C","M","I","D","No"
2012-12-13,"Place","COZY HIDEAWAY","H","D","M","A",NA,"No"
2012-12-14,"Quotation","JACK BE QUICK","C","M","H","A",NA,"No"
2012-12-17,"Phrase","PROBLEM SOLVED","D","P","C","O",NA,"Yes"
2012-12-18,"Thing","WAISTBAND","G","D","C","I",NA,"No"
2012-12-19,"Thing","HEAVY OVERCOAT","H","C","D","O",NA,"Yes"
2012-12-20,"Food & Drink","GOOEY BROWNIES","C","M","D","A",NA,"No"
2012-12-21,"Phrase","HIT THE BUZZER","H","M","P","A",NA,"No"
2012-12-24,"Thing","OFFICIAL BUSINESS","C","D","M","A",NA,"Yes"
2012-12-25,"Thing","EXACT QUOTE","C","M","H","A","D","No"
2012-12-26,"Phrase","A WIDE RANGE OF OPTIONS","C","D","M","A","G","No"
2012-12-27,"Thing","FINAL PHASE","C","D","M","A",NA,"Yes"
2012-12-28,"Phrase","WE HEARD YOU","D","B","P","A",NA,"Yes"
2012-12-31,"Place","QUIET SUBURB","D","M","H","I",NA,"No"
2013-12-02,"Thing","HITCHING POST","C","H","M","A",NA,"No"
2013-12-03,"Phrase","THE WHOLE POINT","C","H","D","A",NA,"No"
2013-12-04,"Thing","CROWD FAVORITE","C","F","M","I",NA,"No"
2013-12-05,"Phrase","OVERDOING IT","M","D","W","A",NA,"No"
2013-12-06,"Phrase","BIG FINISH","M","P","F","I",NA,"Yes"
2013-12-09,"Phrase","HUMOR ME","B","M","H","O",NA,"Yes"
2013-12-10,"Place","QUAINT VILLAGE","H","M","G","O",NA,"Yes"
2013-12-11,"Living Thing","GROUNDHOG","C","D","P","O",NA,"Yes"
2013-12-12,"Thing","FLOOR WAX","P","G","D","A","F","No"
2013-12-13,"Phrase","HOLD THE PHONE","D","H","M","O",NA,"Yes"
2013-12-16,"Phrase","MY JAW HIT THE FLOOR","C","D","G","O",NA,"No"
2013-12-17,"Thing","WICKER HAMPER","K","M","P","O",NA,"No"
2013-12-18,"Thing","QUIRKY PERSONALITY","C","P","D","A",NA,"No"
2013-12-19,"Thing","COMPUTER JARGON","C","D","G","I",NA,"No"
2013-12-20,"Phrase","VAGUELY FAMILIAR","C","D","P","O",NA,"No"
2013-12-23,"Thing","GOOD KARMA","C","P","M","A",NA,"Yes"
2013-12-24,"Phrase","MOVING UPWARD","D","M","P","A",NA,"No"
2013-12-25,"Things","QUIZ ANSWERS","P","H","W","A",NA,"No"
2013-12-26,"Thing","OFFBEAT COMEDY","D","C","H","I",NA,"No"
2013-12-27,"Phrase","BY THE POUND","G","H","B","O",NA,"Yes"
2013-12-30,"Phrase","BEYOND WORDS","C","D","H","I",NA,"No"
2013-12-31,"Person","POSTER BOY","M","D","P","A",NA,"Yes"
2014-12-01,"Place","BUSY HARBOR","C","H","K","A",NA,"Yes"
2014-12-02,"Food & Drink","HANDPICKED FRUIT","F","P","C","A",NA,"No"
2014-12-03,"Thing","HEAVY PACKAGE","D","M","P","I",NA,"No"
2014-12-04,"Things","FUZZY EARMUFFS","D","M","C","A",NA,"No"
2014-12-05,"Person","FIELD HOCKEY GOALIE","P","H","D","O",NA,"No"
2014-12-08,"Things","GUITAR CHORDS","C","W","D","A",NA,"Yes"
2014-12-09,"Thing","AVERAGE PRICE","Y","M","C","A",NA,"Yes"
2014-12-10,"Thing","QUILTED BLANKET","C","D","H","A",NA,"Yes"
2014-12-11,"Event","HISTORIC VOYAGE","M","P","C","A",NA,"No"
2014-12-12,"Thing","EXIT POLL","P","X","D","I",NA,"Yes"
2014-12-15,"Thing","LATE-NIGHT INFOMERCIAL","D","H","P","A",NA,"No"
2014-12-16,"Things","BAY WINDOWS","C","D","P","A",NA,"No"
2014-12-17,"Phrase","ABOVE THE CLOUDS","M","D","P","A","C","Yes"
2014-12-18,"On the Map","AUGUSTA GEORGIA","M","P","D","A",NA,"Yes"
2014-12-19,"Thing","MONTHLY BUDGET","C","K","M","A",NA,"No"
2014-12-22,"Things","GAME HIGHLIGHTS","B","G","M","I",NA,"Yes"
2014-12-23,"Person","HUMBLE HERO","D","H","W","U",NA,"No"
2014-12-24,"Phrase","WEALTH OF IDEAS","M","C","G","I",NA,"No"
2014-12-25,"Place","BACK OFFICE","M","P","B","A",NA,"No"
2014-12-26,"Thing","WOODEN GAVEL","H","C","B","A",NA,"No"
2014-12-29,"Show Biz","BROADWAY","P","M","D","O",NA,"Yes"
2014-12-30,"Things","FADED BLUE JEANS","C","G","P","I",NA,"No"
2014-12-31,"Thing","BUZZWORD","D","H","C","O",NA,"No"
2015-12-01,"Thing","PROFITABILITY","C","M","G","U","H","No"
2015-12-02,"What Are You Doing?","WAITING ANXIOUSLY","G","Y","C","I",NA,"Yes"
2015-12-03,"Food & Drink","FLAVORFUL APPETIZER","F","P","G","A",NA,"Yes"
2015-12-04,"Thing","VOCAL HARMONY","P","F","G","O",NA,"No"
2015-12-07,"Thing","PUFFY JACKET","D","M","P","O",NA,"No"
2015-12-08,"Phrase","BUSY WITH HOUSEWORK","P","C","D","A",NA,"No"
2015-12-09,"Phrase","AHEAD OF THE PACK","F","P","D","A",NA,"Yes"
2015-12-10,"Phrase","WHAT A CRAZY DAY","H","M","P","A",NA,"No"
2015-12-11,"Thing","FANCY HANDBAG","G","B","M","O",NA,"No"
2015-12-14,"Thing","UTILITY VEHICLE","H","B","M","I",NA,"No"
2015-12-15,"Phrase","DOWNRIGHT HYSTERICAL","B","C","D","I",NA,"Yes"
2015-12-16,"Thing","POPULAR OPTION","G","M","P","O",NA,"Yes"
2015-12-17,"What Are You Doing?","JOINING A BOOK CLUB","C","D","M","I",NA,"No"
2015-12-18,"Things","BASIC QUALIFICATIONS","P","C","M","I",NA,"No"
2015-12-21,"Phrase","POP OPEN THE HOOD","H","P","D","A",NA,"Yes"
2015-12-22,"Phrase","ON MY WAY HOME","M","C","D","I",NA,"Yes"
2015-12-23,"Phrase","HOT AND JUICY","D","H","M","A",NA,"No"
2015-12-24,"Thing","WITTY JOKE","C","D","M","O",NA,"No"
2015-12-25,"Thing","PRIVACY POLICY","M","D","B","A",NA,"No"
2015-12-28,"Thing","GUST OF AIR","H","M","C","A",NA,"No"
2015-12-29,"Thing","A PACKAGE IN YOUR MAILBOX","P","H","G","O",NA,"No"
2015-12-30,"What Are You Doing?","UPDATING MY WEBSITE","G","P","H","O",NA,"No"
2015-12-31,"What Are You Doing?","DOWNLOADING A VIDEO","C","D","G","I",NA,"Yes"
